2.660	55.124	25.286	42.592	0.057
2.670	56.293	24.254	43.672	0.068
2.670	57.480	23.070	44.822	0.081
2.680	58.760	21.694	46.102	0.097
2.680	59.868	20.403	47.347	0.113
2.690	60.746	19.308	48.594	0.129
2.690	61.427	18.342	49.822	0.141
2.700	61.942	17.464	50.961	0.151
2.700	62.470	16.491	52.029	0.160
2.710	62.964	15.433	53.020	0.170
2.710	63.369	14.357	53.959	0.181
2.720	63.700	13.163	54.899	0.192
2.720	64.029	11.848	55.820	0.204
2.730	64.193	10.618	56.652	0.218
2.730	64.179	9.804	57.515	0.231
2.740	64.174	9.153	58.469	0.239
2.740	64.113	8.607	59.406	0.245
2.750	64.120	8.014	60.353	0.249
2.750	64.270	7.220	61.300	0.253
2.760	64.291	6.246	62.364	0.259
2.760	64.429	5.186	63.300	0.267
2.770	64.757	3.931	64.063	0.276
2.770	65.172	2.529	64.750	0.287
2.780	65.563	1.019	65.458	0.300
2.780	65.870	-0.487	66.223	0.313
2.790	66.026	-1.953	67.080	0.325
2.790	66.115	-3.308	68.000	0.338
2.800	66.177	-4.619	68.986	0.348
2.800	66.141	-6.045	70.000	0.357
2.810	66.035	-7.636	71.019	0.368
2.810	65.775	-9.441	72.150	0.380
2.820	65.222	-11.473	73.323	0.394
2.820	64.426	-13.222	74.430	0.412
2.830	63.610	-14.633	75.392	0.427
2.830	62.911	-15.915	76.203	0.440
2.840	62.282	-16.917	77.032	0.452
2.840	61.691	-17.675	77.908	0.460
2.850	61.157	-18.265	78.756	0.466
2.850	60.555	-18.689	79.649	0.469
2.860	59.824	-19.185	80.654	0.472
2.860	58.913	-19.731	81.768	0.474
2.870	57.847	-20.373	82.967	0.478
2.870	56.697	-21.208	84.162	0.483
2.880	55.534	-22.221	85.318	0.490
2.880	54.458	-23.201	86.427	0.499
2.890	53.451	-24.066	87.488	0.508
2.890	52.559	-24.905	88.438	0.515
2.900	51.720	-25.751	89.318	0.522
2.900	50.959	-26.476	90.121	0.529
2.910	50.142	-27.129	90.943	0.534
2.910	49.242	-27.749	91.813	0.540
2.920	48.171	-28.361	92.828	0.545
2.920	46.950	-28.996	93.928	0.550
2.930	45.645	-29.641	95.044	0.556
2.930	44.326	-30.224	96.158	0.563
2.940	43.002	-30.788	97.271	0.568
2.940	41.780	-31.284	98.318	0.574
2.950	40.672	-31.696	99.376	0.579
2.950	39.641	-32.184	100.486	0.583
2.960	38.646	-32.647	101.617	0.586
2.960	37.615	-33.059	102.843	0.589
2.970	36.580	-33.385	104.128	0.590
2.970	35.497	-33.614	105.448	0.591
2.980	34.400	-33.736	106.800	0.591
2.980	33.297	-33.756	108.188	0.591
2.990	32.198	-33.679	109.625	0.589
2.990	31.115	-33.559	111.163	0.586
3.000	29.985	-33.429	112.744	0.582
3.000	28.963	-33.121	114.314	0.578
3.010	28.004	-32.633	115.862	0.572
3.010	26.957	-32.211	117.428	0.564
3.020	25.832	-31.773	119.090	0.557
3.020	24.706	-31.315	120.721	0.550
3.030	23.574	-30.891	122.324	0.543
3.030	22.515	-30.295	123.946	0.537
3.040	21.491	-29.577	125.596	0.528
3.040	20.548	-28.838	127.184	0.518
3.050	19.733	-28.079	128.717	0.508
3.050	18.902	-27.373	130.241	0.497
3.060	18.116	-26.706	131.706	0.486
3.060	17.413	-25.949	133.110	0.476
3.070	16.696	-25.190	134.469	0.465
3.070	15.829	-24.460	135.740	0.454
3.080	14.925	-23.734	136.955	0.445
3.080	14.170	-22.972	138.127	0.436
3.090	13.602	-22.168	139.233	0.427
3.090	13.094	-21.383	140.276	0.416
3.100	12.592	-20.669	141.220	0.406
3.100	12.080	-20.098	142.062	0.396
3.110	11.642	-19.579	142.857	0.389
3.110	11.200	-19.029	143.613	0.382
3.120	10.739	-18.439	144.342	0.375
3.120	10.380	-17.762	145.020	0.368
3.130	10.160	-17.083	145.566	0.360
3.130	10.106	-16.438	146.022	0.351
3.140	10.161	-15.852	146.357	0.342
3.140	10.228	-15.353	146.694	0.334
3.150	10.358	-14.860	147.047	0.327
3.150	10.508	-14.453	147.341	0.319
3.160	10.600	-14.137	147.586	0.312
3.160	10.671	-13.864	147.813	0.306
3.170	10.726	-13.700	147.992	0.302
3.170	10.774	-13.557	148.102	0.298
3.180	10.827	-13.474	148.114	0.296
3.180	10.777	-13.446	148.101	0.295
3.190	10.706	-13.412	148.087	0.295
3.190	10.657	-13.342	148.144	0.295
3.200	10.620	-13.263	148.274	0.295
3.200	10.531	-13.170	148.397	0.293
3.210	10.392	-13.017	148.523	0.292
3.210	10.234	-12.866	148.614	0.291
3.220	10.047	-12.774	148.629	0.290
3.220	9.838	-12.715	148.632	0.290
3.230	9.573	-12.698	148.581	0.291
3.230	9.379	-12.641	148.589	0.294
3.240	9.096	-12.570	148.563	0.295
3.240	8.865	-12.454	148.546	0.296
3.250	8.633	-12.300	148.538	0.297
3.250	8.406	-12.166	148.514	0.298
3.260	8.155	-12.013	148.505	0.298
3.260	7.868	-11.906	148.433	0.299
3.270	7.533	-11.886	148.329	0.300
3.270	7.162	-11.946	148.225	0.304
3.280	6.821	-11.930	148.175	0.308
